SK_ID_CURR,CODE_GENDER,age,DAYS_BIRTH,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,AMT_CREDIT,A,B,C,D
271968,0,1,18309,1,112500,4,270000.0,,1.0,,
231447,0,1,21258,1,67500,4,392427.0,,1.0,,
225455,1,1,12406,1,135000,4,247275.0,1.0,,,
131024,0,1,18701,1,157500,4,724500.0,,1.0,,
109641,1,1,16944,1,247500,4,495000.0,1.0,,,
352074,1,1,17833,1,171000,4,1350000.0,1.0,,,
375734,0,1,14202,1,112500,1,900000.0,,1.0,,
240332,0,1,11423,1,76500,3,177903.0,,1.0,,
372801,1,1,10198,0,135000,1,545040.0,1.0,,,
444495,0,1,12564,0,90000,4,454500.0,,1.0,,
177400,1,1,13717,1,225000,3,1006920.0,1.0,,,
311515,0,1,15631,1,247500,4,507469.5,,1.0,,
192902,0,1,18516,1,135000,4,405000.0,,1.0,,
411110,0,0,8805,0,117000,1,1024740.0,,,,1.0
287950,0,1,22936,1,135000,4,284400.0,,1.0,,
304488,0,1,10451,1,135000,4,341280.0,,1.0,,
199512,0,0,9002,0,121500,4,1546020.0,,,,1.0
329801,0,1,22020,0,135000,4,180000.0,,1.0,,
260276,1,1,14703,1,72000,2,277969.5,1.0,,,
339575,0,1,14121,1,481500,1,1268109.0,,1.0,,
335587,1,1,9900,1,225000,1,630000.0,1.0,,,
364962,0,1,21640,1,90000,4,518562.0,,1.0,,
112245,0,1,12295,1,90000,1,270000.0,,1.0,,
226097,0,1,17122,1,247500,4,1622691.0,,1.0,,
255555,1,1,21884,1,90000,4,545040.0,1.0,,,
350194,0,0,8610,0,121500,4,270000.0,,,,1.0
304258,0,1,13420,1,135000,4,675000.0,,1.0,,
158675,0,1,11432,0,225000,1,710640.0,,1.0,,
174502,0,1,10572,0,270000,4,348264.0,,1.0,,
324079,0,1,13075,0,126000,4,178290.0,,1.0,,
180789,1,1,21426,1,202500,4,1170000.0,1.0,,,
437419,0,1,14987,1,157500,4,770913.0,,1.0,,
212432,0,1,19028,1,135000,4,1288350.0,,1.0,,
179305,1,1,11788,0,112500,4,677664.0,1.0,,,
447197,1,1,19463,1,315000,1,972000.0,1.0,,,
426619,1,1,23295,1,117000,4,512145.0,1.0,,,
204288,1,1,12345,0,157500,1,225000.0,1.0,,,
360625,1,1,11441,0,202500,1,888840.0,1.0,,,
130285,1,1,17677,1,247500,4,916470.0,1.0,,,
112723,0,1,11159,1,90000,4,592560.0,,1.0,,
295303,0,1,18238,0,202500,4,1325475.0,,1.0,,
343110,0,1,11351,1,180000,1,990000.0,,1.0,,
365395,0,1,22134,1,360000,1,1354500.0,,1.0,,
123350,0,1,17168,1,112500,4,315000.0,,1.0,,
192247,0,1,20917,0,270000,1,900000.0,,1.0,,
360418,0,1,10598,1,112500,4,545040.0,,1.0,,
352922,0,1,15814,0,270000,4,1334731.5,,1.0,,
218208,0,1,19088,1,270000,1,528633.0,,1.0,,
232376,0,1,12662,1,90000,4,654498.0,,1.0,,
153716,0,1,18335,0,450000,4,1429704.0,,1.0,,
380239,1,1,19905,0,112500,4,888840.0,1.0,,,
150894,1,1,11532,0,585000,4,927252.0,1.0,,,
203250,1,1,14033,1,225000,4,640080.0,1.0,,,
246072,0,1,11123,1,225000,1,1080000.0,,1.0,,
449241,0,1,19686,1,135000,4,751662.0,,1.0,,
211478,1,1,16537,1,360000,1,900000.0,1.0,,,
156544,0,1,13770,1,157500,4,1800000.0,,1.0,,
223505,1,1,14751,1,112500,4,894766.5,1.0,,,
239545,0,1,22694,1,157500,1,746280.0,,1.0,,
375370,1,1,10895,0,225000,4,1096020.0,1.0,,,
172135,1,1,14223,0,405000,4,640080.0,1.0,,,
200423,0,1,11093,0,63000,1,400500.0,,1.0,,
315555,0,1,15844,1,126000,4,980181.0,,1.0,,
430358,0,1,11091,1,135000,4,1288350.0,,1.0,,
343673,0,1,16724,1,99000,4,533668.5,,1.0,,
451844,0,1,22462,0,333000,2,260640.0,,1.0,,
389449,1,1,15657,0,103500,4,284400.0,1.0,,,
252686,0,1,10226,1,157500,4,213948.0,,1.0,,
160667,1,1,14514,0,153000,4,373311.0,1.0,,,
344352,1,1,11497,1,202500,4,472500.0,1.0,,,
301217,0,1,16035,0,144000,1,675000.0,,1.0,,
138183,1,1,23669,1,135000,4,314100.0,1.0,,,
289630,1,1,12973,1,180000,1,450000.0,1.0,,,
205378,1,1,21922,0,184500,4,840996.0,1.0,,,
259220,1,1,9993,1,103500,4,187704.0,1.0,,,
283072,0,1,17718,1,112500,4,1078200.0,,1.0,,
212104,0,1,14977,1,112500,4,545040.0,,1.0,,
250360,1,1,11010,1,135000,1,292500.0,1.0,,,
299589,1,1,13367,1,135000,4,900000.0,1.0,,,
208640,1,1,19734,1,225000,1,1006920.0,1.0,,,
364818,0,0,8529,1,135000,1,225000.0,,,,1.0
353004,0,1,10415,0,99000,4,1515415.5,,1.0,,
140297,0,1,23701,1,202500,4,740700.0,,1.0,,
311869,0,1,13822,1,135000,1,684706.5,,1.0,,
380116,0,1,13591,0,90000,4,247500.0,,1.0,,
147423,1,1,19679,1,112500,4,521280.0,1.0,,,
158252,0,1,16133,0,90000,4,454500.0,,1.0,,
142116,1,1,9720,1,157500,4,91647.0,1.0,,,
224226,0,1,17688,1,202500,1,815733.0,,1.0,,
347631,0,1,21329,1,180000,3,370629.0,,1.0,,
135384,0,1,13216,0,180000,4,1159411.5,,1.0,,
289052,1,1,18941,1,184500,4,585000.0,1.0,,,
410776,0,1,13446,1,157500,4,239850.0,,1.0,,
150317,0,1,9848,0,135000,4,254700.0,,1.0,,
405150,1,1,19151,1,180000,1,509922.0,1.0,,,
388606,1,1,12077,1,382500,4,450000.0,1.0,,,
275733,0,1,18713,1,112500,4,337500.0,,1.0,,
326961,1,1,15430,1,337500,1,1019610.0,1.0,,,
162273,0,1,22864,1,67500,4,474048.0,,1.0,,
433220,1,1,20425,0,202500,4,1067940.0,1.0,,,
353494,0,0,9059,0,202500,2,787131.0,,,,1.0
235230,1,1,14292,1,243000,4,694773.0,1.0,,,
122831,0,1,11446,1,144000,4,781920.0,,1.0,,
344245,0,1,21404,0,112500,4,1008000.0,,1.0,,
243803,0,1,12865,0,180000,4,1498500.0,,1.0,,
120522,1,1,15069,0,292500,4,640458.0,1.0,,,
142232,0,1,17907,0,202500,4,495000.0,,1.0,,
114558,1,1,13953,1,180000,4,202500.0,1.0,,,
258972,0,1,21432,0,112500,1,247500.0,,1.0,,
435528,0,1,23974,0,135000,4,254700.0,,1.0,,
167255,0,1,14770,1,56250,4,104256.0,,1.0,,
161067,1,1,21400,1,236250,1,1080504.0,1.0,,,
329154,1,1,18606,0,90000,1,225000.0,1.0,,,
188123,1,1,20182,0,90000,4,704844.0,1.0,,,
320347,0,1,23223,0,225000,1,1327855.5,,1.0,,
446999,1,1,11111,1,90000,4,247500.0,1.0,,,
224695,0,1,15174,1,180000,4,1078200.0,,1.0,,
309551,0,1,19872,1,270000,1,454500.0,,1.0,,
153476,0,1,21691,1,81000,1,225000.0,,1.0,,
290407,0,1,13376,0,360000,4,610335.0,,1.0,,
128815,0,1,20028,0,202500,4,1206954.0,,1.0,,
334246,0,1,11349,1,157500,4,1237500.0,,1.0,,
155947,0,1,10887,1,126000,1,270000.0,,1.0,,
195072,0,1,23801,1,90000,1,166500.0,,1.0,,
337389,0,1,20090,0,225000,1,675000.0,,1.0,,
393559,0,1,20166,1,72000,4,270000.0,,1.0,,
100428,0,1,19998,1,90000,1,1224990.0,,1.0,,
369093,0,1,23627,0,108000,4,497520.0,,1.0,,
150186,0,1,15119,1,225000,1,900000.0,,1.0,,
197753,0,1,13741,1,135000,4,675000.0,,1.0,,
147291,0,1,24014,1,67500,4,66222.0,,1.0,,
129656,0,1,11040,1,112500,1,474048.0,,1.0,,
391091,0,1,18333,1,157500,4,337500.0,,1.0,,
334495,1,1,18038,1,148500,4,540000.0,1.0,,,
328023,0,0,8763,0,135000,1,1078200.0,,,,1.0
369465,1,1,15608,1,112500,4,343800.0,1.0,,,
373887,1,1,12517,1,171000,1,927000.0,1.0,,,
409268,0,1,22786,1,58500,4,508495.5,,1.0,,
403301,1,0,8058,0,405000,1,670185.0,,,1.0,
337874,0,1,10485,1,495000,2,942759.0,,1.0,,
275031,0,1,21743,1,144000,2,755190.0,,1.0,,
449675,0,1,14050,1,540000,2,942300.0,,1.0,,
442323,0,1,11603,1,216000,4,281493.0,,1.0,,
278376,0,1,10251,1,112500,2,189000.0,,1.0,,
139370,1,0,8867,0,292500,4,497520.0,,,1.0,
132331,0,1,15462,1,58500,4,56880.0,,1.0,,
312086,0,1,10322,0,157500,4,526491.0,,1.0,,
136595,1,1,10010,1,148500,4,1078200.0,1.0,,,
218396,0,1,11957,0,135000,4,450000.0,,1.0,,
425625,1,1,23104,1,67500,4,71955.0,1.0,,,
157577,1,1,19442,0,157500,4,299772.0,1.0,,,
400567,0,1,11500,1,135000,1,405000.0,,1.0,,
375094,0,1,13680,1,247500,1,630000.0,,1.0,,
209341,0,1,14223,0,67500,4,509922.0,,1.0,,
180606,0,1,17442,1,81000,4,269550.0,,1.0,,
298398,0,1,12949,1,180000,4,1223010.0,,1.0,,
450022,0,1,14965,1,180000,1,841500.0,,1.0,,
126207,0,0,9111,0,202500,4,573628.5,,,,1.0
171510,0,1,22792,1,83250,4,1125000.0,,1.0,,
397837,1,1,17911,0,112500,4,225000.0,1.0,,,
433242,0,1,14310,1,112500,1,180000.0,,1.0,,
132052,1,1,21852,1,90000,1,808650.0,1.0,,,
185797,1,1,10984,1,202500,4,497520.0,1.0,,,
263756,1,1,10292,1,180000,2,848745.0,1.0,,,
274994,1,1,18697,0,117000,1,544491.0,1.0,,,
297808,0,1,16905,1,202500,4,1035000.0,,1.0,,
292271,0,1,19302,1,540000,1,840996.0,,1.0,,
352529,1,1,13480,1,450000,1,518562.0,1.0,,,
234526,0,1,19747,1,247500,4,1113399.0,,1.0,,
347673,1,1,15947,1,202500,4,1078200.0,1.0,,,
138975,1,1,15811,1,157500,1,970380.0,1.0,,,
280228,1,1,14314,0,180000,4,203760.0,1.0,,,
349700,1,0,8627,0,103500,4,117162.0,,,1.0,
221809,0,1,17239,0,225000,1,781920.0,,1.0,,
443723,0,1,10002,0,85500,4,407520.0,,1.0,,
392575,0,1,13754,1,112500,4,123993.0,,1.0,,
440112,0,1,9722,0,148500,2,355536.0,,1.0,,
165450,0,1,13347,0,112500,4,505642.5,,1.0,,
431992,0,1,22114,1,103500,4,753840.0,,1.0,,
187160,0,1,17342,1,90000,4,299772.0,,1.0,,
164120,0,0,9000,0,90000,1,180000.0,,,,1.0
354262,0,1,13388,1,315000,1,1030680.0,,1.0,,
248807,0,1,23604,1,54000,4,127350.0,,1.0,,
449165,1,1,14983,1,90000,4,203760.0,1.0,,,
432267,0,1,16411,0,180000,1,2517300.0,,1.0,,
226005,1,1,10785,1,135000,4,450000.0,1.0,,,
131334,0,1,22889,1,270000,4,601677.0,,1.0,,
208877,0,1,12661,1,67500,4,164952.0,,1.0,,
446507,0,1,21930,0,135000,3,258709.5,,1.0,,
366811,0,1,12405,1,112500,4,225000.0,,1.0,,
410943,0,1,14416,1,126000,4,755190.0,,1.0,,
433462,0,1,18459,0,180000,4,239850.0,,1.0,,
367187,0,1,11349,1,121500,4,547344.0,,1.0,,
110301,1,1,21447,1,99000,4,215640.0,1.0,,,
173659,1,0,8470,0,103500,4,497520.0,,,1.0,
362895,0,1,21200,1,225000,4,1193580.0,,1.0,,
446591,1,1,16785,1,90000,4,270000.0,1.0,,,
207122,0,1,19648,1,261000,1,1359000.0,,1.0,,
322429,0,1,16271,0,94500,4,389844.0,,1.0,,
401782,1,1,19337,1,135000,4,579195.0,1.0,,,
261510,0,1,17484,1,225000,4,508495.5,,1.0,,
155957,1,1,19071,1,202500,4,814041.0,1.0,,,
112869,0,1,21914,0,153000,4,276277.5,,1.0,,
142924,0,1,21691,1,540000,1,1006920.0,,1.0,,
375387,1,1,16170,1,112500,1,67500.0,1.0,,,
175860,1,1,19804,1,121500,4,441000.0,1.0,,,
185446,1,1,21205,0,225000,4,675000.0,1.0,,,
131407,0,1,13291,1,180000,4,536917.5,,1.0,,
221329,1,1,12230,1,126000,4,268659.0,1.0,,,
373617,0,1,12880,1,135000,4,135000.0,,1.0,,
278659,1,1,21397,1,157500,3,382500.0,1.0,,,
224237,0,1,12821,1,121500,4,1596568.5,,1.0,,
382821,0,1,13547,1,225000,4,1042560.0,,1.0,,
176535,1,1,9433,1,157500,4,397332.0,1.0,,,
151944,0,1,20155,1,180000,4,808650.0,,1.0,,
187672,0,1,13835,0,90000,4,566055.0,,1.0,,
112851,0,1,10514,0,81000,4,450000.0,,1.0,,
175160,0,1,17404,0,112500,4,776304.0,,1.0,,
449957,0,1,10168,1,148500,4,720000.0,,1.0,,
213561,1,1,10021,1,220500,1,454500.0,1.0,,,
235834,0,1,20632,1,76500,4,436032.0,,1.0,,
144213,0,0,8944,0,157500,4,427500.0,,,,1.0
346366,1,1,11301,0,171000,4,654498.0,1.0,,,
425795,0,1,24514,1,103500,1,239850.0,,1.0,,
200578,0,1,11732,0,135000,1,310500.0,,1.0,,
426175,0,1,17435,1,180000,4,1078200.0,,1.0,,
202620,0,1,16299,1,225000,1,382500.0,,1.0,,
215485,1,1,20650,1,67500,4,134775.0,1.0,,,
127422,1,1,23679,1,49500,4,270000.0,1.0,,,
277960,1,1,10432,1,270000,2,1574532.0,1.0,,,
119969,0,1,15275,1,103500,4,202500.0,,1.0,,
203085,0,1,19835,1,193500,4,625500.0,,1.0,,
405777,0,1,19876,0,135000,4,808650.0,,1.0,,
216216,1,1,17638,0,202500,4,792346.5,1.0,,,
447060,1,1,17531,1,315000,1,454500.0,1.0,,,
283914,0,1,14563,0,112500,4,634482.0,,1.0,,
353969,0,1,11934,1,67500,4,640080.0,,1.0,,
229165,0,1,14718,1,144000,4,808650.0,,1.0,,
216617,0,1,18836,0,157500,1,1824480.0,,1.0,,
151363,1,1,20013,0,450000,1,2517300.0,1.0,,,
353965,0,1,21685,1,315000,1,405000.0,,1.0,,
318289,0,0,8399,1,112500,1,180000.0,,,,1.0
235846,0,1,18497,1,157500,4,951538.5,,1.0,,
149825,0,1,23818,1,54000,4,103500.0,,1.0,,
265715,0,1,13963,1,135000,4,136287.0,,1.0,,
386339,0,0,7779,0,121500,4,180000.0,,,,1.0
362181,0,1,11238,1,117000,4,497520.0,,1.0,,
295579,0,1,17970,1,112500,4,167895.0,,1.0,,
423418,1,1,10767,1,225000,4,819792.0,1.0,,,
170147,0,1,12108,1,135000,1,339241.5,,1.0,,
331845,1,1,18706,1,112500,4,360000.0,1.0,,,
171832,0,1,21158,0,135000,4,134775.0,,1.0,,
430769,1,1,15856,0,67500,4,450000.0,1.0,,,
362443,1,1,18287,1,90000,4,110331.0,1.0,,,
211248,0,1,18118,1,90000,4,252000.0,,1.0,,
454243,1,1,12254,0,121500,4,314100.0,1.0,,,
196918,1,1,11179,1,315000,4,225000.0,1.0,,,
384406,0,1,21839,1,108000,4,225000.0,,1.0,,
325561,0,1,13842,1,117000,4,314100.0,,1.0,,
147355,1,1,11602,1,225000,4,675000.0,1.0,,,
164710,1,0,8571,0,135000,2,90000.0,,,1.0,
127001,1,1,10388,0,157500,4,568800.0,1.0,,,
260633,1,0,8389,1,157500,4,808650.0,,,1.0,
121365,0,1,12620,0,360000,2,511920.0,,1.0,,
227075,0,1,20508,0,216000,1,312768.0,,1.0,,
291653,1,1,15062,1,76500,4,403330.5,1.0,,,
143182,0,1,15974,1,202500,1,348264.0,,1.0,,
385504,1,1,10958,0,180000,1,247275.0,1.0,,,
142592,0,1,18045,1,81900,4,418500.0,,1.0,,
165844,0,1,22919,1,112500,4,343800.0,,1.0,,
321260,0,1,13566,0,135000,2,299250.0,,1.0,,
437088,1,1,14892,1,112500,4,270000.0,1.0,,,
292282,1,1,15575,1,180000,4,450000.0,1.0,,,
454379,0,1,23370,1,135000,4,540000.0,,1.0,,
162717,1,1,15016,0,202500,1,733315.5,1.0,,,
287408,0,1,10115,0,90000,4,573628.5,,1.0,,
394181,0,1,16287,1,180000,4,474363.0,,1.0,,
164774,0,1,12107,1,162000,4,467257.5,,1.0,,
372189,1,1,12690,1,81000,4,76500.0,1.0,,,
356671,0,1,9715,1,112500,1,403083.0,,1.0,,
240025,0,1,12747,1,90000,4,534204.0,,1.0,,
295097,1,1,20447,0,360000,4,1984500.0,1.0,,,
242993,0,1,21978,1,292500,4,752742.0,,1.0,,
177625,1,1,11294,0,135000,1,1223010.0,1.0,,,
355889,1,1,16362,1,675000,1,765000.0,1.0,,,
335083,0,1,15116,1,157500,4,1227901.5,,1.0,,
233246,0,1,14420,1,202500,4,781920.0,,1.0,,
113359,0,1,15295,1,315000,1,1971072.0,,1.0,,
340642,1,1,13585,1,180000,4,634482.0,1.0,,,
209555,0,1,11010,1,180000,4,337500.0,,1.0,,
415004,0,1,16139,1,202500,1,450000.0,,1.0,,
395115,0,1,17380,1,180000,0,1164667.5,,1.0,,
100229,0,1,17947,1,157500,4,544491.0,,1.0,,
231416,0,1,15565,1,135000,4,823500.0,,1.0,,
437076,1,1,21320,0,63553,4,417024.0,1.0,,,
207885,1,1,19754,1,157500,1,659610.0,1.0,,,
215298,0,1,12841,0,90000,4,781920.0,,1.0,,
235418,0,1,12459,1,171000,1,679500.0,,1.0,,
369853,0,1,11061,1,157500,1,780363.0,,1.0,,
296537,0,1,20888,1,135000,4,900000.0,,1.0,,
141774,1,1,11000,1,202500,4,270000.0,1.0,,,
398396,0,1,13461,1,180000,1,573628.5,,1.0,,
111738,0,1,19907,0,157500,4,760225.5,,1.0,,
413922,0,1,13703,1,121500,4,675000.0,,1.0,,
253448,1,1,23007,1,202500,4,1170000.0,1.0,,,
156266,0,1,10465,0,675000,4,284400.0,,1.0,,
271180,0,1,19653,1,202500,4,592560.0,,1.0,,
205420,0,1,15847,1,202500,1,1886850.0,,1.0,,
380332,0,1,16131,1,157500,4,521280.0,,1.0,,
126394,0,1,20813,1,157500,4,679500.0,,1.0,,
128399,0,1,16981,1,68850,1,508495.5,,1.0,,
280789,1,1,9453,1,135000,4,45000.0,1.0,,,
297150,0,1,21083,0,85500,4,728460.0,,1.0,,
254590,0,1,15005,0,112500,4,225000.0,,1.0,,
327275,0,1,17089,1,78750,4,218016.0,,1.0,,
310188,0,1,15584,0,76500,4,450000.0,,1.0,,
436500,0,1,15503,0,112500,1,540000.0,,1.0,,
140278,0,1,9325,1,225000,1,675000.0,,1.0,,
263253,1,1,14057,1,405000,1,900000.0,1.0,,,
407626,0,1,20191,0,90000,2,781920.0,,1.0,,
115732,0,1,20044,1,90000,4,137538.0,,1.0,,
189100,1,1,13619,0,225000,4,1726866.0,1.0,,,
241452,0,1,10455,1,166500,4,900000.0,,1.0,,
112455,0,1,17979,0,90000,4,203760.0,,1.0,,
413276,0,1,15380,1,247500,2,1574532.0,,1.0,,
434666,0,1,10535,1,450000,1,450000.0,,1.0,,
419342,0,1,9973,1,180000,4,450000.0,,1.0,,
323501,1,1,15239,1,126000,4,641529.0,1.0,,,
342967,0,1,20223,0,139500,4,1051245.0,,1.0,,
163477,1,1,11461,0,283500,1,654736.5,1.0,,,
385756,0,1,9595,0,225000,1,1762110.0,,1.0,,
400470,0,1,21475,1,171000,1,1350000.0,,1.0,,
118385,0,1,14954,1,81000,2,417024.0,,1.0,,
397829,0,1,20679,1,157500,4,490495.5,,1.0,,
218243,1,1,19945,0,126000,4,382500.0,1.0,,,
234911,0,1,23336,0,157500,1,463500.0,,1.0,,
277067,0,1,16982,0,90000,4,810000.0,,1.0,,
140896,0,1,10447,0,112500,1,270000.0,,1.0,,
109699,1,1,18775,1,180000,1,1125000.0,1.0,,,
222820,0,1,16231,1,225000,4,1114011.0,,1.0,,
306500,0,0,8071,1,90000,4,500427.0,,,,1.0
339352,0,1,11981,0,117000,1,679500.0,,1.0,,
360201,0,1,22288,1,117000,4,276277.5,,1.0,,
159358,0,1,21529,1,175500,4,454500.0,,1.0,,
270065,1,1,14121,1,180000,4,545040.0,1.0,,,
284616,1,1,22611,1,216000,4,1082214.0,1.0,,,
455791,1,1,21115,1,180000,4,625536.0,1.0,,,
350287,1,1,13348,0,90000,4,485640.0,1.0,,,
454134,0,1,23259,0,112500,4,594000.0,,1.0,,
173365,0,1,13581,0,135000,1,360000.0,,1.0,,
223401,1,1,17101,0,135000,4,247275.0,1.0,,,
240622,0,1,13274,0,180000,4,1255680.0,,1.0,,
333602,1,1,12388,1,180000,4,442791.0,1.0,,,
310152,1,1,22676,0,202500,4,297130.5,1.0,,,
164754,1,1,12521,0,112500,4,125136.0,1.0,,,
127988,1,1,13751,1,90000,4,180000.0,1.0,,,
114726,0,1,17440,1,67500,4,225000.0,,1.0,,
344376,0,0,9084,0,415813,1,2265570.0,,,,1.0
339777,1,1,18571,1,292500,4,1125000.0,1.0,,,
388546,0,1,11828,1,135000,1,225000.0,,1.0,,
111982,1,1,14238,1,360000,2,755190.0,1.0,,,
317250,1,0,8358,0,157500,1,331632.0,,,1.0,
417202,1,1,15020,1,180000,4,345510.0,1.0,,,
164267,0,1,12315,0,360000,4,990000.0,,1.0,,
300367,0,1,10051,1,130500,4,640080.0,,1.0,,
210878,0,1,13648,1,67500,4,414229.5,,1.0,,
137820,1,1,19576,1,225000,4,779688.0,1.0,,,
355469,1,1,23575,1,90000,1,301464.0,1.0,,,
304247,1,0,8188,0,135000,4,265306.5,,,1.0,
402101,0,1,10614,0,405000,1,1125000.0,,1.0,,
341870,0,1,15945,1,157500,4,622413.0,,1.0,,
312734,1,1,10664,1,216000,4,244584.0,1.0,,,
427358,1,1,20517,1,157500,4,533668.5,1.0,,,
416801,0,1,21097,1,112500,4,257391.0,,1.0,,
169667,0,1,12775,0,67500,1,495000.0,,1.0,,
271315,1,1,20982,1,135000,1,225000.0,1.0,,,
278091,1,1,16743,1,112500,4,301464.0,1.0,,,
314960,0,1,20139,1,315000,4,270000.0,,1.0,,
286830,0,1,20097,1,112500,4,298512.0,,1.0,,
112630,1,1,19207,1,112500,2,180000.0,1.0,,,
110241,0,1,11593,1,157500,1,193572.0,,1.0,,
203583,0,1,20446,1,63000,4,148365.0,,1.0,,
261512,1,1,14932,1,252000,4,270000.0,1.0,,,
226282,0,1,16630,0,104400,4,56034.0,,1.0,,
368158,0,1,13655,0,630000,1,315000.0,,1.0,,
221611,0,1,23576,1,112500,4,616261.5,,1.0,,
448072,0,1,22053,1,180000,4,2410380.0,,1.0,,
147733,1,1,10132,1,135000,1,247275.0,1.0,,,
250626,0,1,14350,0,67500,4,277969.5,,1.0,,
333970,0,1,13349,1,67500,4,592560.0,,1.0,,
267812,0,1,11747,1,135000,4,573408.0,,1.0,,
337859,1,1,24140,0,67500,4,284400.0,1.0,,,
354977,0,1,9876,0,90000,1,244512.0,,1.0,,
137389,0,1,17924,1,144000,4,1056447.0,,1.0,,
380411,0,1,23675,0,81000,1,149256.0,,1.0,,
334975,0,1,9881,0,135000,4,1288350.0,,1.0,,
300110,0,1,19646,1,67500,4,540000.0,,1.0,,
132675,1,1,14237,0,157500,4,495000.0,1.0,,,
414057,0,1,13533,1,90000,4,450000.0,,1.0,,
298899,1,1,22801,1,135000,1,524493.0,1.0,,,
106112,0,1,14506,1,157500,4,247500.0,,1.0,,
270849,0,1,24911,1,76500,4,239850.0,,1.0,,
416438,1,1,12236,0,315000,4,1724688.0,1.0,,,
305085,1,1,21785,1,90000,4,81000.0,1.0,,,
400360,0,1,16836,1,157500,4,1042560.0,,1.0,,
359970,1,1,9628,0,135000,4,221031.0,1.0,,,
197347,0,1,23642,1,112500,4,548770.5,,1.0,,
334908,0,1,20372,1,180000,4,191880.0,,1.0,,
396008,0,1,13116,1,180000,4,450000.0,,1.0,,
151448,1,1,9404,1,193500,4,363190.5,1.0,,,
282938,1,1,13975,0,360000,4,229230.0,1.0,,,
380563,0,1,14396,1,180000,4,508495.5,,1.0,,
199674,0,1,13692,1,360000,4,247275.0,,1.0,,
337288,1,1,17972,1,225000,4,521280.0,1.0,,,
341203,1,1,15439,1,450000,4,1471491.0,1.0,,,
389774,0,1,19228,1,90000,4,135000.0,,1.0,,
193590,1,1,12231,0,126000,1,352044.0,1.0,,,
170893,0,1,14038,1,126000,4,647046.0,,1.0,,
163894,0,1,15796,1,360000,2,1800000.0,,1.0,,
206537,1,1,21701,1,225000,1,278613.0,1.0,,,
420713,0,1,21983,1,135000,1,203760.0,,1.0,,
419937,0,1,12534,1,126000,4,152820.0,,1.0,,
352591,0,1,12081,1,202500,1,339241.5,,1.0,,
175338,1,1,15529,1,112500,4,454500.0,1.0,,,
186832,1,1,11804,0,157500,4,490536.0,1.0,,,
376903,0,1,20877,0,49500,4,284400.0,,1.0,,
443144,1,1,23034,1,46350,4,286704.0,1.0,,,
359364,0,1,23397,1,270000,4,601470.0,,1.0,,
354155,0,1,10377,0,90000,4,364896.0,,1.0,,
331185,0,1,13944,1,157500,4,244512.0,,1.0,,
267796,0,1,18743,1,450000,4,835380.0,,1.0,,
212984,0,1,11253,1,180000,4,954000.0,,1.0,,
118137,0,1,14052,0,135000,4,242595.0,,1.0,,
403383,1,1,13396,1,180000,4,521280.0,1.0,,,
290383,0,1,20140,0,180000,4,1575000.0,,1.0,,
175130,0,1,23373,1,157500,4,970380.0,,1.0,,
390452,0,1,23742,1,112500,4,781920.0,,1.0,,
195398,1,1,15972,1,382500,4,413235.0,1.0,,,
262511,0,1,15674,1,247500,1,1928304.0,,1.0,,
276760,0,1,14942,1,180000,4,545040.0,,1.0,,
257633,0,1,12198,1,157500,4,284400.0,,1.0,,
419771,0,1,16496,1,126000,1,405000.0,,1.0,,
448970,0,1,12433,1,130500,4,254700.0,,1.0,,
288055,0,1,12466,1,180000,4,545040.0,,1.0,,
262842,0,1,23132,1,315000,4,1506816.0,,1.0,,
312748,0,1,20377,1,99000,4,604152.0,,1.0,,
343120,1,1,15298,1,180000,4,728460.0,1.0,,,
422597,0,1,17427,0,108000,1,400500.0,,1.0,,
407254,0,1,16911,1,225000,1,527373.0,,1.0,,
169635,0,1,13253,1,67500,4,269550.0,,1.0,,
306788,0,1,11364,1,157500,4,1075500.0,,1.0,,
214420,1,1,15752,0,112500,4,270000.0,1.0,,,
384770,0,1,22601,1,306000,3,1350000.0,,1.0,,
178822,1,1,14790,1,270000,4,450000.0,1.0,,,
426117,0,1,23320,1,180000,4,342000.0,,1.0,,
281374,0,1,17854,1,202500,1,835380.0,,1.0,,
127563,1,0,7844,0,112500,2,180000.0,,,1.0,
214299,1,1,16463,1,247500,1,1125000.0,1.0,,,
250204,1,1,21695,1,135000,4,805536.0,1.0,,,
147924,0,1,10673,1,135000,4,467257.5,,1.0,,
225508,0,1,16299,1,112500,4,528633.0,,1.0,,
205499,1,1,24581,1,69750,4,191880.0,1.0,,,
452001,0,1,13027,1,225000,4,539100.0,,1.0,,
169373,1,1,16126,0,157500,4,808650.0,1.0,,,
363557,0,1,15089,1,171000,4,439074.0,,1.0,,
309596,1,1,14581,1,292500,1,180000.0,1.0,,,
266831,0,1,23408,1,49500,4,156384.0,,1.0,,
382162,0,1,20926,1,180000,4,1264428.0,,1.0,,
437638,1,1,22287,1,112500,3,417024.0,1.0,,,
420339,0,1,10997,0,180000,4,961146.0,,1.0,,
162247,0,1,20191,1,108000,4,247500.0,,1.0,,
269090,1,1,10398,1,315000,1,1125000.0,1.0,,,
431887,0,1,19170,0,157500,4,900000.0,,1.0,,
357161,0,1,24365,0,126000,4,143910.0,,1.0,,
157240,0,1,12449,1,225000,1,814041.0,,1.0,,
242401,0,1,16000,1,157500,4,1035832.5,,1.0,,
